"D:\Fake image detection\training_fake\easy_100_1111.jpg"
"D:\Fake image detection\training_fake\easy_101_0010.jpg"
"D:\Fake image detection\training_fake\easy_102_0101.jpg"
"D:\Fake image detection\training_fake\easy_103_1111.jpg"
"D:\Fake image detection\training_fake\easy_104_1000.jpg"
"D:\Fake image detection\training_fake\easy_105_1100.jpg"
"D:\Fake image detection\training_fake\easy_106_0011.jpg"
"D:\Fake image detection\training_fake\easy_107_1011.jpg"
"D:\Fake image detection\training_fake\easy_108_1111.jpg"
"D:\Fake image detection\training_fake\easy_109_1111.jpg"
"D:\Fake image detection\training_fake\easy_10_0001.jpg"
"D:\Fake image detection\training_fake\easy_110_0001.jpg"
"D:\Fake image detection\training_fake\easy_111_1101.jpg"
"D:\Fake image detection\training_fake\easy_112_1001.jpg"
"D:\Fake image detection\training_fake\easy_113_0011.jpg"
"D:\Fake image detection\training_fake\easy_114_1110.jpg"
"D:\Fake image detection\training_fake\easy_115_0010.jpg"
"D:\Fake image detection\training_fake\easy_116_111.jpg"
"D:\Fake image detection\training_fake\easy_117_0101.jpg"
"D:\Fake image detection\training_fake\easy_118_1111.jpg"
"D:\Fake image detection\training_fake\easy_119_0011.jpg"
"D:\Fake image detection\training_fake\easy_11_1111.jpg"
"D:\Fake image detection\training_fake\easy_120_0011.jpg"
"D:\Fake image detection\training_fake\easy_121_0011.jpg"
"D:\Fake image detection\training_fake\easy_122_1011.jpg"
"D:\Fake image detection\training_fake\easy_123_0100.jpg"
"D:\Fake image detection\training_fake\easy_124_1110.jpg"
"D:\Fake image detection\training_fake\easy_125_0011.jpg"
"D:\Fake image detection\training_fake\easy_126_0111.jpg"
"D:\Fake image detection\training_fake\easy_127_0001.jpg"
"D:\Fake image detection\training_fake\easy_128_0111.jpg"
"D:\Fake image detection\training_fake\easy_129_1111.jpg"
"D:\Fake image detection\training_fake\easy_12_1110.jpg"
"D:\Fake image detection\training_fake\easy_130_1101.jpg"
"D:\Fake image detection\training_fake\easy_131_1001.jpg"
"D:\Fake image detection\training_fake\easy_132_0110.jpg"
"D:\Fake image detection\training_fake\easy_133_1100.jpg"
"D:\Fake image detection\training_fake\easy_134_0001.jpg"
"D:\Fake image detection\training_fake\easy_135_0011.jpg"
"D:\Fake image detection\training_fake\easy_136_0111.jpg"
"D:\Fake image detection\training_fake\easy_137_0001.jpg"
"D:\Fake image detection\training_fake\easy_138_0101.jpg"
"D:\Fake image detection\training_fake\easy_139_0110.jpg"
"D:\Fake image detection\training_fake\easy_13_1010.jpg"
"D:\Fake image detection\training_fake\easy_140_1111.jpg"
"D:\Fake image detection\training_fake\easy_141_0111.jpg"
"D:\Fake image detection\training_fake\easy_142_1111.jpg"
"D:\Fake image detection\training_fake\easy_143_0011.jpg"
"D:\Fake image detection\training_fake\easy_144_1111.jpg"
"D:\Fake image detection\training_fake\easy_145_1000.jpg"
"D:\Fake image detection\training_fake\easy_146_1110.jpg"
"D:\Fake image detection\training_fake\easy_147_1110.jpg"
"D:\Fake image detection\training_fake\easy_148_0011.jpg"
"D:\Fake image detection\training_fake\easy_149_1001.jpg"
"D:\Fake image detection\training_fake\easy_14_1111.jpg"
"D:\Fake image detection\training_fake\easy_150_0011.jpg"
"D:\Fake image detection\training_fake\easy_151_1110.jpg"
"D:\Fake image detection\training_fake\easy_152_0011.jpg"
"D:\Fake image detection\training_fake\easy_153_1110.jpg"
"D:\Fake image detection\training_fake\easy_154_1100.jpg"
"D:\Fake image detection\training_fake\easy_155_0011.jpg"
"D:\Fake image detection\training_fake\easy_156_0010.jpg"
"D:\Fake image detection\training_fake\easy_157_1110.jpg"
"D:\Fake image detection\training_fake\easy_158_0011.jpg"
